constituency	0.0	0.0	1.0
ust1jerrah	0.5	0.0	0.0
pioneering	0.5	0.0	0.0
agreement	0.25	0.0	0.5
dispatched	0.0	0.0	1.0
hero	0.392857142857	0.0714285714286	0.571428571429
ommyonamission	0.0	0.0	1.0
reporter	0.0	0.0	1.0
avery	0.0	0.5	0.0
jasmine	0.375	0.0	0.25
here	0.5	0.0	0.0
unnyvegas	0.5	0.0	0.0
reported	0.0833333333333	0.0833333333333	0.666666666667
consumers	0.0	0.0	1.0
china	0.142857142857	0.0	0.714285714286
kissing	0.2	0.05	0.5
cult	0.25	0.0	0.5
affiliated	0.0	0.0	1.0
tatum	0.3	0.15	0.1
oberst	0.5	0.0	0.0
buddy	0.2	0.0	0.6
iguana's	0.0	0.0	1.0
kids	0.181818181818	0.106060606061	0.424242424242
uplifting	0.5	0.0	0.0
zz's	0.0	0.0	1.0
benesch	0.0	0.0	1.0
ar_mermaid	0.5	0.0	0.0
k	0.0	0.0	1.0
eligible	0.25	0.0	1.0
reports	0.0	0.0	1.0
controversy	0.3125	0.25	0.0
electricity	0.166666666667	0.0	0.666666666667
kidd	0.5	0.0	0.0
karim	0.0	0.25	0.5
itmansteviej	0.0	0.0	1.0
military	0.166666666667	0.333333333333	0.0
ruskin	0.5	0.0	0.0
cancellation	0.0	0.0	1.0
toowoomba	0.5	0.0	0.0
pairings	0.5	0.0	0.0
criticism	0.25	0.25	0.0
golden	0.0	0.0	1.0
marino	0.0	0.0	1.0
mota	0.0	0.5	0.0
loudoun	0.0	0.0	1.0
edboy	0.5	0.0	0.0
replace	0.0	0.0	1.0
brought	0.0	0.0	1.0
justin's	0.0	0.0	1.0
tirico	0.0	0.0	1.0
shoddy	0.0	0.5	0.0
displaced	0.125	0.0	1.0
estacks	0.5	0.0	0.0
stern	0.25	0.0	0.5
amphalfblood	0.5	0.0	0.0
univ	0.5	0.0	0.0
ree_ness	0.5	0.0	0.0
unit	0.333333333333	0.166666666667	0.0
opponents	0.0	0.0	1.0
dne	0.0	0.0	1.0
presents	0.0	0.0	1.0
arheelnation	0.0	0.0	1.0
mtn	0.0	0.0	1.0
dna	0.0	0.0	1.0
spoke	0.0833333333333	0.166666666667	0.5
astafaryebread	0.5	0.0	0.0
sekera/pysyk/2nd	0.0	0.0	1.0
recruit/trainee	0.0	0.0	1.0
cannibal	0.0	0.0	1.0
vol	0.5	0.0	0.0
music	0.205882352941	0.0441176470588	0.5
corpio_lovinn	0.5	0.0	0.0
karawaci	0.0	0.0	1.0
strike	0.0625	0.25	0.5
catchh	0.0	0.5	0.0
calculator	0.0	0.0	1.0
brent	0.0	0.0	1.0
arahndavies	0.0	0.0	1.0
hoffmann	0.0	0.0	1.0
boksburg	0.0	0.0	1.0
holy	0.192307692308	0.0769230769231	0.461538461538
successful	0.8125	0.0	0.0
brings	0.1	0.2	0.4
hols	0.5	0.0	0.0
yahoo	0.5	0.375	0.0
annahcollisson	0.0	0.0	1.0
hurt	0.166666666667	0.166666666667	0.333333333333
glass	0.3	0.1	0.2
tying	0.0	0.5	0.0
mwchicago	0.0	0.0	1.0
hole	0.21875	0.25	0.3125
hold	0.262931034483	0.0862068965517	0.551724137931
gelndale	0.0	0.0	1.0
aisia__vu	0.0	0.0	1.0
ordonmutugi	0.0	0.5	0.0
locked	0.0	0.166666666667	0.666666666667
vou	0.5	0.0	0.0
pursue	0.5	0.0	0.0
korn	0.5	0.0	0.0
locker	0.166666666667	0.0	0.666666666667
staytunned	0.0	0.0	1.0
temperatures	0.5	0.0	0.0
flare	0.0	0.0	1.0
adeybugg	0.0	0.0	1.0
iss_e	0.0	0.0	1.0
example	0.5	0.0	0.0
-243-	0.0	0.0	1.0
india's	0.0	0.0	1.0
fists	0.0	0.0	1.0
melons	0.0	0.0	1.0
wang	0.0	0.0	1.0
hyatt	0.0	0.0	1.0
wank	0.0	0.5	0.0
household	0.0	0.0	1.0
organized	0.5	0.0	0.0
gonchar	0.0	0.0	1.0
charlton	0.5	0.0	0.0
currency	0.5	0.0	0.0
want	0.14928057554	0.174010791367	0.478417266187
who've	0.0	0.0	1.0
kejap	0.0	0.0	1.0
fsain	0.5	0.0	0.0
absolute	0.25	0.25	0.0
preferably	0.0	0.0	1.0
hog	0.2625	0.15	0.3
hod	0.0	0.0	1.0
hoe	0.0	0.5	0.0
hioprovisionalballot	0.0	0.5	0.0
hoo	0.333333333333	0.0	0.333333333333
travel	0.0	0.05	0.9
feature	0.166666666667	0.0833333333333	0.5
comedians	0.5	0.0	0.0
revisit	0.0	0.0	1.0
machine	0.0833333333333	0.0833333333333	0.666666666667
clubbing	0.5	0.0	0.0
ynnemcgranger	0.5	0.0	0.0
hatembomb	0.5	0.0	0.0
hop	0.277777777778	0.0	0.444444444444
walbridge	0.0	0.0	1.0
abrielmaturan	0.5	0.0	0.0
yum	0.333333333333	0.0	0.333333333333
ildzie	0.0	0.0	1.0
chase	0.5	0.0	0.0
imaaa	0.25	0.0	0.5
ronnie	0.0	0.5	0.0
comotto	0.5	0.0	0.0
hesruthless	0.0	0.0	1.0
gaming	0.25	0.0	0.5
kram01arabi	0.5	0.0	0.0
oceans	0.0	0.0	1.0
cyinn	0.5	0.0	0.0
beauty	0.464285714286	0.0	0.571428571429
inadobrev	0.5	0.0	0.0
typed	0.0	0.0	1.0
superriors	0.5	0.0	0.0
shores	0.0	0.0	1.0
dinosaurs	0.0	0.0	1.0
wrong	0.147058823529	0.669117647059	0.117647058824
destined	0.5	0.0	0.0
revis	0.0	0.0	1.0
salina	0.0	0.0	1.0
kinnyz0mbie	0.5	0.0	0.0
wabasha	0.0	0.0	1.0
nonprofit	0.0	0.0	1.0
siberia	0.0	0.166666666667	0.666666666667
turnovers	0.333333333333	0.0	0.333333333333
gravy	0.0	0.5	0.0
horoughmas	0.0	0.0	1.0
dwardsali	0.5	0.0	0.0
eganohara	0.0	0.0	1.0
effective	0.291666666667	0.166666666667	0.333333333333
wins	0.350378787879	0.030303030303	0.363636363636
weighton	0.5	0.0	0.0
sylvain	0.25	0.25	0.0
shotton	0.0714285714286	0.214285714286	0.428571428571
luring	0.0	0.0	1.0
-of-	0.0	0.0	1.0
keeps	0.0714285714286	0.214285714286	0.428571428571
wittabeast	0.5	0.0	0.0
repatriated	0.0	0.0	1.0
democratic	0.3125	0.0	1.0
romper	0.5	0.0	0.0
wind	0.2625	0.0	0.6
wine	0.2	0.0666666666667	0.466666666667
origin	0.0	0.0	1.0
he_serbian	0.5	0.0	0.0
runetteinbigd	0.5	0.0	0.0
afterwards	0.0	0.0	1.0
feedback	0.5	0.0	0.0
dreamed	0.0	0.0	1.0
harpee_jess	0.5	0.0	0.0
patoon	0.5	0.0	0.0
vary	0.0	0.0	1.0
oveadamseyes	0.5	0.0	0.0
partnered	0.0	0.0	1.0
egrassihaha	0.5	0.0	0.0
barclays	0.0	0.0	1.0
hart's	0.5	0.0	0.0
iquid	0.5	0.0	0.0
tweet(s	0.0	0.25	0.5
mathnasium	0.0	0.0	1.0
burleigh	0.0	0.0	1.0
welcomes	0.25	0.0	0.5
fir	0.5	0.0	0.0
uties	0.5	0.0	0.0
kramer	0.5	0.0	0.0
fit	0.2625	0.15	0.3
tluciemets	0.0	0.0	1.0
whiptail	0.0	0.0	1.0
screaming	0.0	0.1875	1.0
fix	0.333333333333	0.166666666667	0.0
stevens	0.0	0.0	1.0
lmaoo	0.5	0.0	0.0
unbelt	0.5	0.0	0.0
and/or	0.5	0.0	0.0
fic	0.0	0.5	0.0
reshtodeath	0.5	0.0	0.0
fig	0.5	0.0	0.0
uck	0.0	0.5	0.0
bookmaker	0.0	0.0	1.0
wales	0.0	0.0	1.0
hidden	0.125	0.5	0.0
easier	0.625	0.0	0.0
fil	0.0	0.0	1.0
yardbarker	0.0	0.0	1.0
fhm	0.5	0.0	0.0
awsl	0.25	0.25	0.0
lambert	0.5	0.0	0.0
urface	0.5	0.0	0.0
somerset	0.5	0.0	0.0
akeupsfx	0.5	0.0	0.0
lpha_khan	0.0	0.0	1.0
rsiveson	0.5	0.0	0.0
lamb's	0.0	0.0	1.0
effects	0.5	0.125	0.0
avetaylor	0.5	0.0	0.0
schools	0.285714285714	0.142857142857	0.142857142857
sixteen	0.357142857143	0.0	0.285714285714
silver	0.0	0.0	1.0
saddened	0.25	0.25	0.0
rumour	0.2	0.0	0.6
ruth	0.5	0.0	0.0
tyle	0.0	0.0	1.0
eww	0.0	0.5	0.0
debut	0.2	0.025	0.55
barton	0.0	0.0	1.0
mwvan	0.5	0.0	0.0
dumps	0.0625	0.25	0.5
skills	0.125	0.0	1.0
hestarkknight	0.0	0.0	1.0
vintagenow	0.5	0.0	0.0
timeout	0.0	0.0	1.0
addicted	0.25	0.125	0.25
viggle	0.5	0.0	0.0
payton	0.333333333333	0.0	0.333333333333
interfering	0.0	0.375	1.0
ushplayjt	0.0	0.0	1.0
financial	0.625	0.0	0.0
telescope	0.5	0.0	0.0
woes	0.25	0.0	0.5
series	0.25	0.0178571428571	0.464285714286
turnin	0.0	0.0	1.0
zay	0.0	0.0	1.0
spider	0.0	0.0	1.0
am-2pm	0.0	0.0	1.0
uch	0.0	0.5	0.0
incefoss	0.0	0.0	1.0
dubstep	0.0	0.0	1.0
melting	0.5	0.0	0.0
co-star	0.5	0.0	0.0
mdp	0.0	0.5	0.0
seriea	0.0	0.5	0.0
ring	0.25	0.0	0.5
whip	0.166666666667	0.166666666667	0.333333333333
rt	0.157967032967	0.0521978021978	0.57967032967
ndrewsikora	0.5	0.0	0.0
trending	0.235294117647	0.147058823529	0.235294117647
petrolia's	0.0	0.5	0.0
nefc	0.5	0.0	0.0
rs	0.0714285714286	0.285714285714	0.285714285714
iccibeach	0.5	0.0	0.0
smu	0.0	0.5	0.0
story-wise	0.0	0.0	1.0
mason	0.0	0.0	1.0
rd	0.159574468085	0.0936170212766	0.493617021277
maybin	0.0	0.0	1.0
rf	0.0	0.0	1.0
rg	0.25	0.25	0.0
ra	0.0	0.0	1.0
amewank_jim	0.5	0.0	0.0
sme	0.0	0.0	1.0
engineer	0.0	0.5	0.0
dsb	0.0	0.0	1.0
kcthunder	0.0	0.0	1.0
rj	0.0	0.0	1.0
foundation	0.0	0.0	1.0
abbott	0.0	0.5	0.0
assured	0.8125	0.0	0.0
sellout	0.0	0.5	0.0
jedward	0.0	0.0	1.0
dracula	0.5	0.0	0.0
rozay	0.0	0.0	1.0
grulkefest	0.0	0.0	1.0
ybeautyisbrown	0.0	0.5	0.0
mcclean	0.0	0.5	0.0
assures	0.5	0.0	0.0
teelernation	0.0	0.0	1.0
pumpkins	0.0	0.0	1.0
dws	0.0	0.0	1.0
iralex	0.0	0.0	1.0
muscling	0.0	0.5	0.0
crowned	0.0	0.0	1.0
dgm	0.0	0.5	0.0
knit	0.5	0.0	0.0
lackmail	0.0	0.5	0.0
competes	0.5	0.0	0.0
ate	0.142857142857	0.142857142857	0.428571428571
illz4real	0.0	0.0	1.0
fleming	0.5	0.0	0.0
sekai	0.0	0.0	1.0
ostend	0.5	0.0	0.0
ath	0.25	0.0	0.5
heading	0.229166666667	0.0416666666667	0.458333333333
silicon	0.2	0.0	0.6
att	0.0	0.5	0.0
musicians	0.0	0.25	0.5
atr	0.5	0.0	0.0
ats	0.0	0.0	1.0
tempting	0.75	0.0	0.0
sahs	0.5	0.0	0.0
kingdom	0.2	0.1	0.4
d&d	0.0	0.0	1.0
uckyou	0.0	0.5	0.0
ohnashimself	0.0	0.0	1.0
issdcdarling	0.0	0.0	1.0
allery	0.0	0.0	1.0
erysmatthews	0.5	0.0	0.0
foes	0.0	0.0	1.0
gregurovic/nicol	0.5	0.0	0.0
impression	0.333333333333	0.0	0.333333333333
hearsay	0.0	0.0	1.0
elmo	0.0	0.0	1.0
overtaken	0.5	0.0	0.0
additions	0.5	0.0	0.0
channels	0.5	0.0	0.0
wash	0.0	0.25	0.5
chevron	0.0	0.0	1.0
nbcsports	0.0	0.0	1.0
rgessler	0.5	0.0	0.0
onewyork	0.5	0.0	0.0
bitten	0.0	0.0	1.0
roni	0.0	0.0	1.0
basketball	0.146153846154	0.0307692307692	0.646153846154
julian's	0.0	0.0	1.0
service	0.08	0.1	0.64
lego	0.25	0.0	0.5
hee_lolamonroe	0.0	0.0	1.0
rona	0.5	0.0	0.0
engagement	0.0	0.0	1.0
oretti_crowned	0.0	0.5	0.0
a_radio	0.0	0.0	1.0
tango	0.0	0.0	1.0
pecialnight	0.5	0.0	0.0
needed	0.291666666667	0.0833333333333	0.25
earljam	0.5	0.0	0.0
master	0.0	0.0	1.0
listed	0.0	0.25	0.5
forecasts	0.0	0.5	0.0
losc	0.5	0.0	0.0
architect	0.5	0.0	0.0
gilbert	0.5	0.0	0.0
recent	0.125	0.0	1.0
unein	0.0	0.0	1.0
listen	0.166666666667	0.104166666667	0.458333333333
danish	0.0	0.0	1.0
looted	0.0	0.25	0.5
staff/promotions	0.5	0.0	0.0
ozidesigner	0.5	0.0	0.0
predomination	0.0	0.0	1.0
hows	0.5	0.0	0.0
cushions	0.0	0.0	1.0
oingo	0.5	0.0	0.0
bounty	0.5	0.0625	0.0
beanie	0.25	0.0	0.5
madison	0.125	0.125	0.5
japanese	0.0	0.166666666667	0.666666666667
nirvana	0.166666666667	0.368055555556	0.555555555556
astorjoshg	0.5	0.0	0.0
pulse	0.222222222222	0.0	0.555555555556
cfever	0.0	0.0	1.0
crawl	0.5	0.0	0.0
positively	0.5	0.0	0.0
aylorswift	0.0	0.0	1.0
tortolitas	0.0	0.0	1.0
trek	0.0	0.0	1.0
chrisewan's	0.0	0.0	1.0
showed	0.318181818182	0.0454545454545	0.272727272727
saeed	0.5	0.0	0.0
fufu	0.0	0.0	1.0
rizzo	0.0	0.0	1.0
anniversaries	0.0	0.0	1.0
tree	0.0	0.25	0.5
h's	0.0	0.0	1.0
nations	0.5	0.0	0.0
shower	0.0	0.125	0.75
milkily	0.0	0.0	1.0
idle	0.0	0.0	1.0
acintopatricio	0.0	0.5	0.0
sheen	0.125	0.0625	0.625
haye	0.0384615384615	0.0769230769231	0.769230769231
tres	0.5	0.0	0.0
feeling	0.267045454545	0.159090909091	0.272727272727
certificate	0.5625	0.0	0.0
avin_mcinnes	0.5	0.0	0.0
etihad	0.5	0.0	0.0
blackhawks	0.0	0.0	1.0
tcaformiley	0.5	0.0	0.0
definatly	0.5	0.0	0.0
all-madden	0.0	0.0	1.0
runner	0.333333333333	0.166666666667	0.0
boston	0.05	0.1	0.7
aapl	0.5	0.0	0.0
spectrum	0.0	0.0	1.0
pigs	0.0	0.5625	0.0
tepco	0.0	0.0	1.0
concordia	0.0	0.25	0.5
longo	0.5	0.0	0.0
elen	0.5	0.0	0.0
modera	0.0	0.0	1.0
irginamerica	0.0	0.0	1.0
erkymcfc	0.0	0.0	1.0
guti's	0.0	0.0	1.0
ohnleebrandon	0.5	0.0	0.0
otps	0.5	0.0	0.0
ruston	0.5	0.0	0.0
releases	0.25	0.25	0.25
immyhbass	0.0	0.0	1.0
rudolph	0.181818181818	0.0	0.636363636364
tgc	0.0	0.5	0.0
kaya	0.0	0.0	1.0
racers	0.5	0.0	0.0
apallautbali	0.0	0.0	1.0
recommended	0.1875	0.5	0.0
causing	0.25	0.0	0.5
eopard_chic	0.0	0.0	1.0
lumpur	0.0	0.0	1.0
doors	0.1875	0.0	0.625
ytigermytiming	0.5	0.0	0.0
grips	0.5	0.0	0.0
layoffs	0.25	0.0	0.5
arkukleaf	0.0	0.0	1.0
welly	0.0	0.0	1.0
shall	0.166666666667	0.0	0.666666666667
thrilled	0.5	0.0	0.25
huh	0.125	0.25	0.25
it	0.0	0.0	1.0
rosters	0.0	0.0	1.0
steven's	0.5	0.0	0.0
cd's	0.5	0.0	0.0
wells	0.0	0.0	1.0
aunt's	0.5	0.0	0.0
theatres	0.166666666667	0.0	0.666666666667
gallagher	0.166666666667	0.111111111111	0.444444444444
cate	0.0	0.0	1.0
letter	0.2	0.1	0.4
conceded	0.5	0.0	0.0
ccsao	0.0	0.0	1.0
this'll	0.0	0.0	1.0
macbook	0.5	0.0	0.0
issherlots	0.0	0.5	0.0
bradford	0.0	0.0	1.0
money_os	0.0	0.0	1.0
singer	0.111111111111	0.111111111111	0.555555555556
episode	0.209302325581	0.116279069767	0.348837209302
lhrday	0.0	0.0	1.0
emailing	0.5	0.0	0.0
professor	0.166666666667	0.166666666667	0.333333333333
camp	0.105263157895	0.0789473684211	0.631578947368
ukakooikerjack	0.0	0.0	1.0
infinity's	0.5	0.0	0.0
iunion	0.3	0.0	0.4
ternshow	0.25	0.0	0.5
tech	0.214285714286	0.0	0.571428571429
fugitives	0.0	0.0	1.0
v3nz	0.0	0.0	1.0
lpg	0.0	0.166666666667	0.666666666667
cama	0.5	0.0	0.0
vernau	0.0714285714286	0.0	0.857142857143
mating	0.5	0.0	0.0
etnthefucoutofhere	0.0	0.0	1.0
came	0.233333333333	0.1	0.333333333333
fonda	0.0	0.0	1.0
saying	0.161290322581	0.145161290323	0.387096774194
cooking	0.25	0.0	0.5
bomb	0.333333333333	0.0416666666667	0.25
antomk_music	0.0	0.0	1.0
elly_phelan	0.5	0.0	0.0
tequila	0.0	0.0	1.0
advisors	0.0	0.0	1.0
auryn_kennedy	0.0	0.0	1.0
nominated	0.25	0.125	0.25
pagkaarte	0.0	0.0	1.0
prix	0.125	0.125	0.5
gampel	0.181818181818	0.0	0.636363636364
elegraphmag	0.0	0.0	1.0
participate	0.0	0.0	1.0
iupati's	0.0	0.0	1.0
tempted	0.0	0.0	1.0
oise	0.0	0.0	1.0
veilrt	0.0	0.0	1.0
effn	0.5	0.0	0.0
deedee	0.0	0.0	1.0
agana	0.0	0.0	1.0
lessons	0.125	0.125	0.5
orleans	0.0	0.0	1.0
touches	0.25	0.0	0.5
busy	0.3125	0.125	0.5
iscojr	0.0	0.0	1.0
murray's	0.0	0.0	1.0
louise	0.0	0.0	1.0
headline	0.0	0.166666666667	0.666666666667
menu	0.0	0.0	1.0
underpants	0.0	0.0	1.0
supersport	0.0	0.0	1.0
cupid	0.25	0.0833333333333	0.333333333333
mens	0.25	0.25	0.0
rihanna	0.0	0.0	1.0
cougar	0.333333333333	0.0833333333333	0.166666666667
theme	0.2	0.0	0.6
ayyye	0.5	0.0	0.0
rick	0.125	0.075	0.6
rich	0.104166666667	0.0208333333333	0.75
networking	0.125	0.0	0.75
rice	0.0	0.0	1.0
unmasked	0.583333333333	0.0	0.333333333333
saadra	0.5	0.0	0.0
armory	0.0	0.0	1.0
plate	0.0625	0.125	0.625
durrty	0.0	0.0	1.0
cak-alcoa	0.0	0.0	1.0
sense	0.0625	0.3125	0.25
plata	0.5	0.0	0.0
yfc	0.5	0.0	0.0
enmorrisonlive	0.5	0.0	0.0
honda	0.25	0.0	0.5
giggs	0.0	0.0	1.0
pocket	0.0	0.0	1.0
agns	0.5	0.0	0.0
yfw	0.0	0.0	1.0
kysports	0.0	0.5	0.0
spirit	0.0875	0.15	0.65
dhir	0.0	0.5	0.0
avefun	0.5	0.0	0.0
net	0.0	0.125	0.75
etsiyli	0.5	0.0	0.0
looting	0.0	0.0	1.0
jaguar	0.5	0.0	0.0
andre's	0.0	0.0	1.0
ssarahredshaw	0.5	0.0	0.0
patco	0.0	0.0	1.0
groupie	0.0	0.0	1.0
pretzel	0.0	0.0	1.0
sandwich	0.227272727273	0.0	0.545454545455
patch	0.0	0.0	1.0
ayelalovesyou	0.5	0.0	0.0
three-year	0.0	0.0	1.0
mid-prairie	0.0	0.0	1.0
heracles	0.5	0.0	0.0
release	0.193965517241	0.0689655172414	0.724137931034
leader's	0.0	0.0	1.0
isreal	0.5	0.0	0.0
qb/rb	0.0	0.0	1.0
boarded	0.0	0.0	1.0
urgency	0.0	0.5	0.0
andikoatednight	0.0	0.0	1.0
respond	0.0	0.0	1.0
mee	0.5	0.0	0.0
blew	0.0	0.333333333333	0.333333333333
disaster	0.5	0.25	0.0
fair	0.184210526316	0.0526315789474	0.526315789474
med	0.5	0.0625	0.0
viagara	0.0	0.0	1.0
exicans	0.0	0.0	1.0
bathrms+	0.5	0.0	0.0
recruit	0.5	0.0	0.0
pads	0.0	0.0	1.0
tripesrecords	0.0	0.0	1.0
result	0.333333333333	0.0	0.333333333333
accessory	0.0	0.0	1.0
mussers	0.0	0.0	1.0
fail	0.0	0.357142857143	0.285714285714
crouch	0.0	0.0	1.0
pratices	0.0	0.0	1.0
extend	0.166666666667	0.166666666667	0.333333333333
longthorne	0.0	0.0	1.0
rglll	0.0	0.5	0.0
best	0.580563583815	0.0375722543353	0.138728323699
pbbunlimited	0.166666666667	0.0	0.666666666667
detroiters	0.0	0.5	0.0
k.o	0.5	0.0	0.0
cobra	0.5	0.0	0.0
moron	0.0	0.0625	1.0
k.k	0.0	0.0	1.0
pressured	0.1875	0.5	0.0
lots	0.26	0.185	0.36
vacicek	0.0	0.0	1.0
atec	0.0	0.0	1.0
rings	0.166666666667	0.333333333333	0.0
fambam	0.5	0.0	0.0
huhuhu	0.0	0.0	1.0
shocks	0.0	0.5	0.0
darkeness	0.5	0.0	0.0
estaban	0.5	0.0	0.0
stamps	0.25	0.0	0.5
score	0.0454545454545	0.0454545454545	0.818181818182
melissa	0.3125	0.0	0.375
prada	0.0	0.0	1.0
conceptual	0.25	0.375	0.0
chickfila	0.5	0.0	0.0
proactive	0.5	0.0	0.0
glasgow	0.25	0.0	0.5
angz_inyamouth	0.5	0.0	0.0
letting	0.0	0.125	0.75
lamar	0.2	0.05	0.5
men	0.153846153846	0.0769230769231	0.538461538462
nationwide	0.375	0.0	0.25
nature	0.0	0.125	0.75
smelled	0.0	0.5	0.0
youlve	0.5	0.0	0.0
hebeatmtl	0.0	0.0	1.0
juliet	0.0	0.0	1.0
ccesswinnipeg	0.0	0.0	1.0
opossom	0.0	0.0	1.0
smartest	0.75	0.0	0.0
mek	0.5	0.0	0.0
downgrade	0.0	0.25	0.5
carbon	0.0	0.0	1.0
debt	0.0	0.0	1.0
oconnell	0.5	0.0	0.0
roller	0.5	0.0	0.0
accident	0.0	0.5	0.0
arlousm	0.0	0.5	0.0
atcunningham	0.0	0.0	1.0
country	0.230769230769	0.0769230769231	0.384615384615
pits	0.0	0.5	0.0
kroeger	0.0	0.0	1.0
adventures	0.25	0.0	1.0
edgar	0.214285714286	0.0714285714286	0.428571428571
godgalovesgodney	0.0	0.0	1.0
etroitlionsnfl	0.0	0.0	1.0
today's	0.075	0.05	0.75
planned	0.0714285714286	0.0	0.857142857143
lookin	0.166666666667	0.0	0.666666666667
surprises	0.5	0.0	0.0
sherrugby	0.5	0.0	0.0
footloose	0.3125	0.0	1.0
argue	0.5	0.0	0.0
foreverjeti	0.0	0.0	1.0
asked	0.0925925925926	0.0925925925926	0.62962962963
temptations	0.0	0.0	1.0
cdebbie	0.0	0.0	1.0
itten	0.5	0.0	0.0
att_weck	0.0	0.0	1.0
howyousuck	0.0	0.0	1.0
honouring	0.0	0.5	0.0
vain	0.5	0.1875	0.0
chickas	0.0	0.0	1.0
flicked	0.0	0.5	0.0
matty	0.25	0.0	0.5
angtidy	0.0	0.0	1.0
dorm	0.5	0.0	0.0
nz's	0.0	0.0	1.0
munchen	0.0	0.0	1.0
non	0.5	0.0	0.0
rockies	0.25	0.0	0.5
pregnancy	0.0	0.5	0.0
mated	0.0	0.0	1.0
blonde	0.2	0.0	0.6
fema	0.5	0.0	0.0
waaah	0.0	0.5	0.0
contestants	0.5	0.0	0.0
lighthouse	0.0	0.0	1.0
calanders	0.0	0.0	1.0
ohnrobbie	0.0	0.5	0.0
pregame	0.0	0.25	0.5
eager	0.5	0.0	0.0
union	0.1	0.1	0.6
ashionweek	0.0	0.0	1.0
etsgox	0.5	0.0	0.0
triviathrusday	0.0	0.0	1.0
fro	0.5	0.0	0.0
frl	0.5	0.0	0.0
byron	0.0	0.0	1.0
much	0.380681818182	0.0909090909091	0.181818181818
stadium	0.125	0.05	0.65
reno'd	0.5	0.0	0.0
privilege	0.0	0.0	1.0
